Area of The Plot (In Squarefeet),Area of The Plot (In Squarefeet),Age Of The House,Number of Bedrooms,Area Population,Price (In Rupees)
262.0238142,"71,336.150",5,3,25377,803689.1519
284.7674632,"77,528.123",7,4,23977,1439875.64
250.4862237,"68,195.034",7,6,26922,1270869.783
260.1794498,"70,834.021",4,5,53490,1347279.207
347.7312203,"94,670.046",7,4,39523,2186194.793
178.234396,"48,524.428",7,2,41554,1082486.679
306.3480271,"83,403.445",7,3,26320,1700109.608
276.2862049,"75,219.095",7,3,37864,1623100.84
250.3058261,"68,145.920",5,3,39188,943309.4486
311.8963392,"84,913.977",5,2,46136,1409684.485
302.4308543,"82,336.992",7,3,37965,1326481.675
190.861487,"51,962.161",6,3,17403,404643.6022
209.9881796,"57,169.415",6,4,47967,1176655.085
212.7636707,"57,925.045",3,2,43868,633875.9302
286.1548032,"77,905.827",5,6,29283,1390251.42
230.3559519,"62,714.554",5,3,41999,861138.1836
238.3870686,"64,901.031",4,3,47452,1151233.095
187.9031034,"51,156.739",6,2,25753,686644.6104
234.2208362,"63,766.772",7,6,33036,1261681.961
225.7513164,"61,460.939",7,6,40815,1327811.343
227.3919144,"61,907.593",7,3,43829,1339096.077
267.4195649,"72,805.147",5,6,30875,987355.9609
243.1750611,"66,204.565",6,5,36185,1384478.305
273.8217407,"74,548.143",6,3,40444,1168919.401
280.8213627,"76,453.795",6,4,51498,1522099.831
291.4763349,"79,354.618",6,3,31569,1260374.966
257.3519665,"70,064.237",5,3,28122,857762.317
273.8642514,"74,559.717",5,2,29892,1126450.426
302.374798,"82,321.731",6,2,48616,1574084.927
159.8777333,"43,526.815",6,3,39760,469262.8156
263.6168639,"71,769.859",6,4,28173,1114169.037
327.1137304,"89,056.921",3,6,60658,1792368.627
243.9606075,"66,418.431",6,3,45320,1383842.185
163.2314791,"44,439.874",6,5,37935,691318.2401
254.7028367,"69,343.009",6,5,30114,1245070.338
352.6077018,"95,997.671",7,3,47129,2220799.069
229.994562,"62,616.166",5,2,31010,854815.1175
280.601168,"76,393.846",7,3,46362,2092348.377
205.1057305,"55,840.166",5,3,30795,781213.0669
256.683602,"69,882.274",6,4,19545,726883.8689
319.9228099,"87,099.188",7,3,44582,1640990.378
248.7294399,"67,716.748",6,5,40562,1535781.96
255.737828,"69,624.786",7,4,57644,1737759.05
289.0963888,"78,706.676",6,4,36415,1550702.478
225.2394714,"61,321.589",5,5,29889,1348873.427
230.3381677,"62,709.713",6,3,34182,955445.8537
243.5274577,"66,300.505",7,6,38502,1467910.569
275.947216,"75,126.805",8,5,36544,1742938.776
250.6948608,"68,251.835",8,6,38203,1795630.913
312.855837,"85,175.201",8,3,3285,1305972.22
229.1341691,"62,381.923",7,6,31391,1433542.021
253.8080516,"69,099.404",6,3,37540,921396.9753
269.0418771,"73,246.822",5,4,47332,1405399.855
220.0245693,"59,901.829",6,6,30211,1088548.827
202.1595244,"55,038.059",4,5,27701,738030.6499
255.298252,"69,505.112",7,5,48112,2235294.718
249.6406721,"67,964.832",7,3,52831,1564252.526
261.2017783,"71,112.350",6,4,24134,1309937.399
281.9433974,"76,759.269",8,5,23752,1660770.002
304.823631,"82,988.427",6,5,31143,1485418.102
261.181164,"71,106.738",5,4,25862,886124.7256
277.3784622,"75,516.463",6,4,35521,1411024.044
223.3423737,"60,805.103",4,3,31186,671343.9418
227.2370199,"61,865.423",6,2,41492,992585.3823
235.9656277,"64,241.792",5,6,27769,944590.1588
285.3886285,"77,697.236",6,4,40523,1399909.049
231.5677238,"63,044.460",6,4,32725,865099.5234
272.1848217,"74,102.491",6,4,43972,1394423.556
229.619697,"62,514.109",5,3,40892,813807.6997
232.2770175,"63,237.566",7,2,55850,1316180.494
278.9762168,"75,951.452",5,3,31126,1212205.341
245.3732241,"66,803.016",6,5,57970,1769484.893
166.5639843,"45,347.151",6,4,31336,541953.9057
248.7518388,"67,722.846",7,4,37870,1494101.445
213.4374766,"58,108.489",5,3,37642,856022.8625
223.5866356,"60,871.604",6,6,38111,1427842.506
279.4746608,"76,087.154",5,5,27616,1228138.129
271.681166,"73,965.370",5,2,34441,1168627.651
256.8640503,"69,931.401",6,2,52079,1389287.474
283.98902,"77,316.191",4,2,51097,1243981.946
282.4485119,"76,896.787",4,4,52734,1584439.713
282.5312066,"76,919.301",5,4,52946,1622837.353
236.5545556,"64,402.128",6,4,24966,1031146.755
214.5470539,"58,410.572",8,4,31189,1098518.134
196.245181,"53,427.875",6,3,34539,909781.4668
270.5205689,"73,649.397",6,4,47992,1431517.439
343.2717524,"93,455.953",5,2,31136,1636996.074
278.5789746,"75,843.303",6,4,61127,1658974.567
227.8092145,"62,021.204",6,5,35277,1168887.459
283.0636458,"77,064.258",7,3,43571,1720258.777
285.711702,"77,785.193",4,2,43301,1129408.87
226.938184,"61,784.065",6,2,27726,778836.9229
289.5383694,"78,827.005",6,4,32865,1276471.581
237.8979481,"64,767.868",5,5,26415,839426.1222
189.0073685,"51,457.376",6,3,42890,794075.8615
243.2826722,"66,233.862",7,6,29548,1372549.782
265.1833491,"72,196.335",5,2,32256,1084539.387
187.0584303,"50,926.777",5,4,33664,211017.9705
206.0108095,"56,086.574",7,3,33454,1186372.179
253.3883987,"68,985.153",6,6,16288,1140918.805
179.4517436,"48,855.851",8,5,49891,1471828.129
233.2403556,"63,499.835",4,3,38263,803259.6126
268.9373013,"73,218.351",5,4,34819,1124719.49
307.2078519,"83,637.533",6,2,25963,1396401.022
179.5371309,"48,879.098",6,3,30730,802274.1289
283.5176051,"77,187.848",6,4,35107,1646662.911
266.0834077,"72,441.377",6,4,38368,1202621.178
212.3515473,"57,812.844",4,5,46060,1066768
238.0570063,"64,811.171",6,3,40549,1153135.22
317.9536991,"86,563.097",5,4,44920,1706110.86
318.0410289,"86,586.872",5,2,40282,1543913.433
182.1889651,"49,601.062",4,2,33837,302307.4011
264.1708383,"71,920.679",7,6,26341,1134055.403
251.0754177,"68,355.442",7,4,38950,1352756.753
236.3641294,"64,350.285",7,3,69592,1772390.553
225.8257541,"61,481.205",5,3,39586,1014450.654
144.3303754,"39,294.037",6,4,43184,781137.4618
217.0004637,"59,078.514",6,4,34656,921238.3583
212.9382052,"57,972.562",5,4,40093,790555.5204
292.7072073,"79,689.723",6,3,38314,1420648.281
172.701404,"47,018.067",5,4,23926,377618.9699
206.6193271,"56,252.243",5,4,44306,945079.5323
241.4738073,"65,741.398",7,4,37648,1630952.884
194.9173491,"53,066.372",7,3,19103,1009972.083
262.1409633,"71,368.044",6,6,35377,1372806.616
149.6882241,"40,752.714",6,4,41565,560598.5384
236.1665894,"64,296.504",7,5,37563,1484653.884
184.2881671,"50,172.571",6,4,32764,940138.9614
259.1902864,"70,564.720",7,2,37340,1354077.498
249.28096,"67,866.900",5,5,43123,1400961.279
283.2188061,"77,106.500",7,2,36215,1426832.049
273.3454546,"74,418.474",6,4,27089,1031737.385
213.0489616,"58,002.715",7,6,30249,1244248.525
232.202111,"63,217.172",7,2,31926,1070868.067
182.6999665,"49,740.182",5,4,25546,493350.0312
276.8083067,"75,361.238",6,3,23531,1228323.225
229.9167414,"62,594.979",5,3,46459,1427026.945
228.5120819,"62,212.560",7,6,40621,1504664.281
222.6279854,"60,610.611",4,4,49513,689155.5684
304.0472944,"82,777.069",5,5,42583,1481171.234
186.2843908,"50,716.044",6,5,35880,1092649.709
227.3859129,"61,905.959",6,6,36381,962581.6883
250.6768352,"68,246.928",4,3,24553,688479.2926
312.8515804,"85,174.042",5,4,38773,1363106.125
232.6637348,"63,342.850",5,2,25009,826328.1084
271.8893676,"74,022.053",6,4,36534,1434575.11
289.684044,"78,866.665",6,3,39817,1509422.58
263.4389488,"71,721.421",3,6,10705,395440.2022
279.4347583,"76,076.291",6,6,46298,1765809.432
193.08928,"52,568.679",7,2,38555,1135676.183
256.5713227,"69,851.706",6,3,19560,1006227.535
213.2920838,"58,068.906",5,3,29520,576387.1752
220.8783309,"60,134.266",4,3,39201,1044615.522
268.0160541,"72,967.541",6,4,49141,1765352.366
234.4178048,"63,820.396",7,3,28737,1049632.181
289.0754358,"78,700.971",7,4,35194,1456969.577
230.6929235,"62,806.295",6,4,33499,1331374.948
262.9752433,"71,595.177",7,5,37271,1779874.754
313.8339366,"85,441.489",5,6,46302,1601152.932
317.9503273,"86,562.179",7,5,32621,1702528.794
274.184287,"74,646.847",5,4,36679,1123765.346
233.9251096,"63,686.260",6,3,18164,1042144.231
222.3345839,"60,530.732",4,4,34043,869026.582
274.8434554,"74,826.306",6,6,32640,1352993.625
263.1372985,"71,639.297",7,3,28995,945931.1936
299.1331854,"81,439.200",6,5,37566,1653381.313
313.303947,"85,297.199",5,2,28320,1258957.62
235.2398163,"64,044.190",5,4,32941,724121.6734
249.1398398,"67,828.480",5,5,34981,1067871.687
220.4883093,"60,028.082",5,3,36652,842235.8034
233.9765423,"63,700.262",5,6,38398,954154.2069
271.8456958,"74,010.164",6,2,46239,1356691.387
246.4427559,"67,094.197",5,4,30023,1202992.884
245.048742,"66,714.676",7,6,53185,1502447.917
267.2003113,"72,745.455",8,4,53001,1947338.44
293.5670345,"79,923.812",5,5,33828,1153516.919
178.1847448,"48,510.910",6,3,31451,414165.2204
185.6169987,"50,534.346",7,4,26627,723089.9525
204.016126,"55,543.520",7,5,40063,1193482.503
313.9254015,"85,466.390",6,3,38191,1380602.556
179.011242,"48,735.925",6,2,19682,151527.0826
280.5817208,"76,388.552",6,2,36841,1114729.725
269.1601825,"73,279.031",6,3,13981,984421.2253
237.5088308,"64,661.930",5,2,49457,875904.5286
218.1458514,"59,390.347",6,4,28996,788427.8399
242.6607106,"66,064.533",7,4,44561,1444701.328
266.2552445,"72,488.160",6,4,41199,1450393.53
260.0314206,"70,793.720",5,3,19908,921321.015
287.3861986,"78,241.075",6,6,20548,1160146.171
267.226852,"72,752.680",6,6,24944,1222689.523
290.0411741,"78,963.894",7,3,59975,2004396.372
182.8293467,"49,775.406",5,2,23557,454055.6559
322.3808987,"87,768.405",5,2,45801,1698198.751
240.4011088,"65,449.355",7,4,34828,1193106.94
312.924821,"85,193.982",6,4,38785,1275403.464
249.5238655,"67,933.031",4,2,42772,810751.725
184.8182531,"50,316.887",7,4,25202,642862.7138
198.2531491,"53,974.546",6,4,41442,1086825.754
231.5879801,"63,049.975",6,3,24986,773360.698
315.5434762,"85,906.912",7,5,21332,1500962.615
229.036577,"62,355.354",5,4,23768,768301.802
237.8315673,"64,749.795",7,4,49537,1781211.414
275.7495655,"75,072.995",6,5,27494,1420469.727
291.4424464,"79,345.391",5,3,37574,1380215.515
248.6044839,"67,682.729",6,4,37029,1090805.374
212.5587999,"57,869.268",6,3,31819,886815.9436
220.4863934,"60,027.561",5,3,54739,1007224.929
261.3271739,"71,146.489",7,3,22876,1077754.226
192.6730699,"52,455.366",7,6,35143,1253648.324
245.9770137,"66,967.398",4,3,51555,1102943.351
216.7613061,"59,013.403",5,2,28264,744132.7042
258.4769119,"70,370.504",7,6,53832,1845630.071
246.0590459,"66,989.732",5,3,37017,873588.1297
235.2624468,"64,050.351",5,3,29084,755678.3301
261.5063232,"71,195.263",6,2,29508,1101826.315
304.3754107,"82,866.399",5,4,41167,1618994.276
223.4213548,"60,826.606",6,3,36893,1127873.577
240.7463192,"65,543.339",4,6,28939,749847.1904
231.045394,"62,902.255",7,3,27321,984672.2998
216.8229004,"59,030.173",6,2,22803,534077.4555
243.6007194,"66,320.451",5,5,36145,1242114.101
253.3131891,"68,964.677",6,3,37588,1273631.267
253.4215509,"68,994.178",6,6,30610,1095597.944
214.9382012,"58,517.062",8,6,30889,1364738.296
238.8186935,"65,018.541",6,3,32581,1037147.467
274.221193,"74,656.894",6,4,22602,1228517.207
211.9263198,"57,697.075",6,2,18282,759360.6548
254.3050903,"69,234.723",6,3,38322,1140579.618
231.4620394,"63,015.687",6,3,26674,810741.5185
191.0818638,"52,022.159",6,3,31321,642855.1696
294.063586,"80,058.998",7,4,23361,1562950.322
320.7790236,"87,332.293",6,3,43754,1599851.895
233.8228821,"63,658.428",7,2,39591,1332669.235
170.8615852,"46,517.175",6,5,26452,665160.0759
324.3552415,"88,305.921",7,3,32190,1591383.735
182.864187,"49,784.891",7,4,36565,1144507.423
308.7392303,"84,054.452",6,5,23023,1619721.716
245.2703023,"66,774.996",6,4,36789,1251688.616
260.720341,"70,981.279",7,6,53543,1882806.934
259.9344878,"70,767.330",5,6,26926,1016163.177
283.2064753,"77,103.143",6,4,45747,1721005.42
248.8242093,"67,742.549",5,5,30678,890138.2114
280.7825647,"76,443.232",6,3,40129,1272719.632
286.9254339,"78,115.632",6,4,45024,1582605.535
255.2827588,"69,500.893",5,3,48767,1170204.339
299.4856175,"81,535.150",3,3,51000,1166750.313
151.478277,"41,240.057",6,4,40888,319495.6676
165.5602934,"45,073.895",8,3,38066,704698.3621
195.3102701,"53,173.345",6,2,43600,945614.5659
297.1542724,"80,900.440",6,4,40269,2054897.009
254.278955,"69,227.607",4,6,42583,1280230.625
201.5011771,"54,858.824",6,4,36229,850114.5963
283.1907759,"77,098.869",8,4,46479,1637649.905
384.5821108,"1,04,702.724",6,3,22561,1742431.663
185.3917546,"50,473.023",6,3,50145,942093.9245
277.9613924,"75,675.166",5,3,45104,1388782.887
267.1333549,"72,727.226",6,3,27159,996506.0709
207.2684732,"56,428.974",4,4,44878,790802.801
159.7672141,"43,496.726",6,2,35727,718650.6438
286.045199,"77,875.987",5,6,44453,1517141.623
214.9172201,"58,511.350",4,3,28270,496359.9708
254.0598195,"69,167.947",5,3,26517,820611.4709
241.2743919,"65,687.107",7,4,17386,1122320.933
212.3589008,"57,814.846",5,2,32881,846939.4288
243.2856788,"66,234.681",6,5,35130,1540762.269
240.3361318,"65,431.665",4,4,38499,963531.9152
279.1895874,"76,009.543",6,2,52832,1590804.044
290.1644678,"78,997.461",7,2,30166,1283415.266
237.7223397,"64,720.058",8,3,37204,1447920.68
208.0892065,"56,652.419",7,5,11037,742858.6356
250.915838,"68,311.997",7,4,39724,1400609.034
269.8347541,"73,462.683",7,3,47638,1638577.417
223.0734266,"60,731.882",6,5,35341,1235475.55
274.2165669,"74,655.635",6,4,22170,1249417.897
278.5064958,"75,823.571",7,2,35784,1499356.12
290.1304621,"78,988.203",4,4,31677,1005843.917
194.1898971,"52,868.323",6,4,41849,623721.613
236.0014218,"64,251.537",5,4,45173,922514.088
273.849748,"74,555.768",8,4,32938,1638606.834
258.4228115,"70,355.775",6,5,39883,1249223.831
338.1176586,"92,052.748",6,5,47343,1928301.782
301.4643293,"82,073.855",7,4,34318,1487729.592
193.5704112,"52,699.668",6,3,30299,896303.7992
263.6992437,"71,792.287",8,3,48266,1903813.793
215.4479965,"58,655.854",6,4,40741,1069851.162
261.1147945,"71,088.669",5,3,28751,829868.2304
275.4251297,"74,984.667",4,4,29287,1181338.161
217.013214,"59,081.986",7,2,42578,1401767.904
261.9975613,"71,329.003",6,3,25974,1235501.486
281.7204548,"76,698.573",6,4,52881,1522083.944
225.9104534,"61,504.265",5,4,24805,656971.5307
251.1906802,"68,386.822",8,4,39139,1660678.035
236.6472868,"64,427.374",5,4,25654,606191.8669
234.7850878,"63,920.389",5,4,31035,1011331.164
282.2250814,"76,835.958",7,6,27622,1529830.368
239.3862191,"65,173.050",8,4,44126,1489520.019
224.1515066,"61,025.390",9,6,34731,1468267.23
282.031865,"76,783.355",6,3,26704,978312.7484
254.6786528,"69,336.425",7,2,37593,1181637.949
212.3960773,"57,824.967",5,3,45555,1015233.032
255.594976,"69,585.895",4,3,36099,1139615.72
228.9811186,"62,340.255",7,6,24962,984349.6142
275.6313686,"75,040.815",6,5,34733,1765281.093
319.9764505,"87,113.792",5,2,31173,1327975.249
208.7312555,"56,827.217",6,4,29506,804170.2016
263.8162966,"71,824.155",6,6,41187,1467271.556
252.2029538,"68,662.415",5,4,43796,1478823.647
242.4463741,"66,006.180",6,4,40691,1367312.132
254.4228843,"69,266.792",5,4,40588,1162469.887
250.0988137,"68,089.561",6,3,57098,1473278.441
230.4679017,"62,745.033",6,4,16738,897479.9502
314.146634,"85,526.621",6,2,32636,1568578.512
251.8328751,"68,561.660",7,4,31797,1421518.602
246.4643237,"67,100.069",7,2,27457,1199144.788
272.017715,"74,056.996",8,4,37522,1596180.568
287.0882329,"78,159.954",5,4,31112,1264972.442
214.3201498,"58,348.797",6,6,59129,1135465.473
223.9667419,"60,975.088",7,3,43753,1359838.999
221.0010359,"60,167.673",5,4,16811,88591.77016
286.7330013,"78,063.242",7,5,37839,1822448.617
244.8441218,"66,658.968",8,4,57564,1720734.403
225.8038998,"61,475.255",7,6,31438,1224397.427
219.5142061,"59,762.882",7,4,28571,1209571.072
321.748253,"87,596.167",7,3,35392,1698820.102
291.7386762,"79,426.040",7,4,49010,1860358.468
243.9916923,"66,426.893",6,4,40761,1168444.882
225.0286809,"61,264.202",5,3,43208,764756.0935
202.8437626,"55,224.343",7,4,44916,977242.2697
215.4665027,"58,660.892",8,3,33515,1079158.653
257.8261737,"70,193.340",5,6,48417,1383395.287
219.2504248,"59,691.068",7,4,27770,992053.0502
277.7335641,"75,613.139",7,5,29147,1574919.906
219.6128438,"59,789.736",5,3,49200,1174311.556
222.2001047,"60,494.120",5,3,31694,795082.8102
281.0548135,"76,517.352",6,4,29789,1170573.77
248.7562517,"67,724.048",8,4,61916,1998368.741
225.7425296,"61,458.547",4,3,36220,842086.6733
226.6453553,"61,704.342",5,5,19148,849656.9232
228.5541403,"62,224.010",7,3,21689,908616.4826
251.9879858,"68,603.889",7,6,44509,1524257.706
197.9901154,"53,902.935",5,4,21076,685880.3213
255.7358773,"69,624.255",4,2,29292,771310.0004
278.0184338,"75,690.695",6,4,46183,1308243.922
264.105197,"71,902.808",6,6,42200,1312063.756
248.610714,"67,684.425",7,2,53000,1467849.818
254.6195304,"69,320.329",4,3,32669,902350.4197
240.3052123,"65,423.247",6,3,28915,926880.8506
228.0363289,"62,083.036",6,4,43486,1323326.403
300.6201502,"81,844.027",6,3,36242,1504026.27
272.1405041,"74,090.425",6,3,25694,1003266.876
217.4476255,"59,200.254",5,2,22926,592397.7261
234.6133288,"63,873.628",7,3,27587,1339142.805
255.9311534,"69,677.419",5,3,50525,1212939.954
180.1024177,"49,032.998",6,4,36293,753930.5825
230.7407328,"62,819.311",7,4,38528,1538401.817
237.37067,"64,624.316",6,2,37118,1295728.088
233.8484689,"63,665.394",7,3,44030,1472887.247
186.4471446,"50,760.354",6,2,34685,831762.7909
283.692893,"77,235.571",6,4,47329,1610577.497
202.920875,"55,245.337",4,4,43558,881446.1155
304.8028295,"82,982.764",6,4,44532,1666462.622
289.2716608,"78,754.394",6,4,35324,1085218.859
302.1777402,"82,268.082",6,4,39550,1712929.654
272.4195362,"74,166.392",6,6,30238,1444403.664
305.5257657,"83,179.584",7,3,38588,1884674.241
176.9554227,"48,176.226",7,4,33217,1014548.233
290.2609214,"79,023.720",4,6,22984,1084013.785
268.631224,"73,135.022",6,2,36401,1279777.379
276.6680706,"75,323.058",9,3,51528,1967384.778
232.1087951,"63,191.767",6,3,33816,1002974.215
189.3656715,"51,554.925",7,4,36830,979568.6285
203.2708152,"55,340.609",5,4,34113,565937.2006
206.781885,"56,296.500",6,3,31165,1092130.981
269.9397396,"73,491.266",8,2,55169,1869113.611
250.9995331,"68,334.783",9,4,36622,1817829.53
186.1014824,"50,666.247",8,6,36941,1392207.648
221.5128623,"60,307.018",6,4,37740,1389773.873
239.2371695,"65,132.472",5,6,24200,956009.1436
264.9751238,"72,139.646",3,3,52601,945833.1891
261.938897,"71,313.031",5,4,42303,1383766.082
208.0725441,"56,647.883",7,4,39781,1400268.142
221.4447569,"60,288.476",6,3,34651,1144937.614
246.180432,"67,022.779",6,4,33891,1118165.866
213.7302124,"58,188.186",6,2,38104,1047012.271
254.7291865,"69,350.183",5,6,28747,1096069.287
251.4237006,"68,450.262",5,4,36474,1386473.365
259.9959126,"70,784.053",5,3,41230,945831.1863
258.2521306,"70,309.307",5,4,34945,1311379.596
171.6712169,"46,737.598",5,6,42351,885661.5908
254.7127994,"69,345.722",6,3,47386,1507331.288
327.4835798,"89,157.613",6,4,33835,1643291.722
266.5511291,"72,568.714",7,2,18896,987746.924
238.9387118,"65,051.216",4,2,25191,612211.5924
208.5596753,"56,780.504",8,4,11019,836235.0305
322.0489686,"87,678.037",5,4,35781,1495518.624
241.7522369,"65,817.200",5,2,40675,911071.8336
259.1786738,"70,561.559",7,3,25029,1360787.871
271.0774998,"73,801.022",6,4,30505,1455107.451
264.9890209,"72,143.429",7,7,23824,1327969.286
286.5082847,"78,002.063",6,5,47763,1838503.994
306.4942844,"83,443.264",5,5,44901,1727211.089
283.0376463,"77,057.179",5,3,24460,1093344.577
222.2569868,"60,509.606",6,6,27080,943485.0473
294.9679295,"80,305.206",5,3,22267,1100632.391
206.8851842,"56,324.623",6,4,41354,1269811.089
